VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, texcoord0.x, texcoord0.y
194, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
195, 1822, -0.02238,  0.8328,  0.00052, -0.64053, -0.46153,  0.24476, -0.19164, -0.16237, -0.62722,  0.04963,  0.60191
196, 1821, -0.03163,  0.84182,  0.00144, -0.92625, -0.1932,  0.19142, -0.1713, -0.09203, -0.64537,  0.04792,  0.59095
197, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
198, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
199, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
200, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
201, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
202, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
203, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
204, 1792, -0.02102,  0.92808, -0.00585, -0.7869,  0.14111, -0.38866,  0.2501,  0.69994, -0.03749,  0.13315,  0.60096
205, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
206, 1826, -0.02021,  0.96707,  0.02669, -0.97214,  0.19564,  0.05265,  0.22391,  0.82563,  0.05737,  0.15687,  0.584
207, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
208, 1792, -0.02102,  0.92808, -0.00585, -0.7869,  0.14111, -0.38866,  0.2501,  0.69994, -0.03749,  0.13315,  0.60096
209, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
210, 1790,  0.00059,  0.89037, -0.02518, -0.3383, -0.13101, -0.55119,  0.11014,  0.5948, -0.1737,  0.11186,  0.62378
211, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
212, 1792, -0.02102,  0.92808, -0.00585, -0.7869,  0.14111, -0.38866,  0.2501,  0.69994, -0.03749,  0.13315,  0.60096
213, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
214, 1790,  0.00059,  0.89037, -0.02518, -0.3383, -0.13101, -0.55119,  0.11014,  0.5948, -0.1737,  0.11186,  0.62378
215, 1818,  0.00071,  0.85302, -0.01941, -0.28226, -0.40597, -0.26287, -0.10697,  0.30772, -0.40858,  0.08273,  0.62407
216, 1818,  0.00071,  0.85302, -0.01941, -0.28226, -0.40597, -0.26287, -0.10697,  0.30772, -0.40858,  0.08273,  0.62407
217, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
218, 1793, -0.02552,  0.89307, -0.0105, -0.78029, -0.06239, -0.33779,  0.07855,  0.60078, -0.18181,  0.10188,  0.60303
219, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
220, 1818,  0.00071,  0.85302, -0.01941, -0.28226, -0.40597, -0.26287, -0.10697,  0.30772, -0.40858,  0.08273,  0.62407
221, 1819,  0.00026,  0.82264, -0.00177, -0.22399, -0.59766,  0.27021, -0.14166, -0.23947, -0.6118,  0.0516,  0.62004
222, 1819,  0.00026,  0.82264, -0.00177, -0.22399, -0.59766,  0.27021, -0.14166, -0.23947, -0.6118,  0.0516,  0.62004
223, 1822, -0.02238,  0.8328,  0.00052, -0.64053, -0.46153,  0.24476, -0.19164, -0.16237, -0.62722,  0.04963,  0.60191
224, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
225, 1822, -0.02238,  0.8328,  0.00052, -0.64053, -0.46153,  0.24476, -0.19164, -0.16237, -0.62722,  0.04963,  0.60191
226, 1819,  0.00026,  0.82264, -0.00177, -0.22399, -0.59766,  0.27021, -0.14166, -0.23947, -0.6118,  0.0516,  0.62004
227, 1840,  0.00188,  0.82935,  0.02146, -0.01827, -0.61593,  0.59744, -0.10185, -0.59118, -0.61184,  0.0169,  0.62078
228, 1368, -0.01213,  0.69115,  0.19511,  0.98033, -0.12088,  0.1391, -0.08771,  0.38438,  0.88746,  0.08145,  0.96358
229, 1371, -0.01323,  0.69536,  0.16944,  0.99634,  0.02176, -0.0762,  0.05164,  0.46479,  0.83461,  0.0621,  0.93597
230, 1342, -0.02584,  0.71566,  0.17821,  0.69642,  0.65636,  0.19592, -0.52056,  0.27087,  0.77437,  0.08483,  0.91427
231, 1342, -0.02584,  0.71566,  0.17821,  0.69642,  0.65636,  0.19592, -0.52056,  0.27087,  0.77437,  0.08483,  0.91427
232, 1371, -0.01323,  0.69536,  0.16944,  0.99634,  0.02176, -0.0762,  0.05164,  0.46479,  0.83461,  0.0621,  0.93597
233, 1370, -0.01633,  0.69898,  0.15055,  0.99012,  0.01309, -0.13527,  0.11836,  0.3459,  0.87038,  0.04981,  0.91729
234, 1338, -0.03037,  0.72881,  0.15596,  0.72422,  0.4055,  0.50294, -0.60944,  0.03476,  0.75406,  0.07504,  0.87476
235, 1342, -0.02584,  0.71566,  0.17821,  0.69642,  0.65636,  0.19592, -0.52056,  0.27087,  0.77437,  0.08483,  0.91427
236, 1370, -0.01633,  0.69898,  0.15055,  0.99012,  0.01309, -0.13527,  0.11836,  0.3459,  0.87038,  0.04981,  0.91729
237, 1370, -0.01633,  0.69898,  0.15055,  0.99012,  0.01309, -0.13527,  0.11836,  0.3459,  0.87038,  0.04981,  0.91729
238, 1373, -0.01909,  0.71698,  0.13362,  0.9908, -0.00244, -0.13103,  0.12717,  0.13042,  0.92652,  0.04235,  0.88683
239, 1338, -0.03037,  0.72881,  0.15596,  0.72422,  0.4055,  0.50294, -0.60944,  0.03476,  0.75406,  0.07504,  0.87476
240, 1338, -0.03037,  0.72881,  0.15596,  0.72422,  0.4055,  0.50294, -0.60944,  0.03476,  0.75406,  0.07504,  0.87476
241, 1373, -0.01909,  0.71698,  0.13362,  0.9908, -0.00244, -0.13103,  0.12717,  0.13042,  0.92652,  0.04235,  0.88683
242, 1372, -0.01877,  0.72984,  0.13325,  0.99267, -0.09901,  0.03749, -0.05212, -0.04632,  0.9552,  0.04311,  0.87166
243, 1372, -0.01877,  0.72984,  0.13325,  0.99267, -0.09901,  0.03749, -0.05212, -0.04632,  0.9552,  0.04311,  0.87166
244, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
245, 1338, -0.03037,  0.72881,  0.15596,  0.72422,  0.4055,  0.50294, -0.60944,  0.03476,  0.75406,  0.07504,  0.87476
246, 1339, -0.05031,  0.73376,  0.16297,  0.15465,  0.56183,  0.74499, -0.92021, -0.18959,  0.32261,  0.10199,  0.86354
247, 1338, -0.03037,  0.72881,  0.15596,  0.72422,  0.4055,  0.50294, -0.60944,  0.03476,  0.75406,  0.07504,  0.87476
248, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
249, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
250, 1372, -0.01877,  0.72984,  0.13325,  0.99267, -0.09901,  0.03749, -0.05212, -0.04632,  0.9552,  0.04311,  0.87166
251, 1389, -0.01209,  0.7639,  0.13477,  0.98051, -0.15804,  0.10587, -0.13868, -0.18638,  0.96055,  0.03237,  0.83262
252, 1340, -0.05042,  0.74438,  0.1611,  0.12068,  0.20274,  0.92826, -0.95466, -0.22927,  0.17131,  0.09952,  0.84701
253, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
254, 1387, -0.02729,  0.77398,  0.1606,  0.62627, -0.05781,  0.767, -0.77534, -0.12741,  0.61052,  0.06471,  0.81562
255, 1389, -0.01209,  0.7639,  0.13477,  0.98051, -0.15804,  0.10587, -0.13868, -0.18638,  0.96055,  0.03237,  0.83262
256, 1387, -0.02729,  0.77398,  0.1606,  0.62627, -0.05781,  0.767, -0.77534, -0.12741,  0.61052,  0.06471,  0.81562
257, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
258, 1337, -0.03018,  0.73884,  0.15394,  0.68319,  0.12611,  0.68248, -0.71145, -0.08772,  0.67136,  0.07224,  0.85914
259, 1340, -0.05042,  0.74438,  0.1611,  0.12068,  0.20274,  0.92826, -0.95466, -0.22927,  0.17131,  0.09952,  0.84701
260, 1339, -0.05031,  0.73376,  0.16297,  0.15465,  0.56183,  0.74499, -0.92021, -0.18959,  0.32261,  0.10199,  0.86354
261, 1387, -0.02729,  0.77398,  0.1606,  0.62627, -0.05781,  0.767, -0.77534, -0.12741,  0.61052,  0.06471,  0.81562
262, 1389, -0.01209,  0.7639,  0.13477,  0.98051, -0.15804,  0.10587, -0.13868, -0.18638,  0.96055,  0.03237,  0.83262
263, 1388, -0.00516,  0.80152,  0.13492,  0.98411, -0.09829,  0.14326, -0.15324, -0.09349,  0.97934,  0.01724,  0.78735
264, 1388, -0.00516,  0.80152,  0.13492,  0.98411, -0.09829,  0.14326, -0.15324, -0.09349,  0.97934,  0.01724,  0.78735
265, 1334, -0.02372,  0.81597,  0.16689,  0.62002, -0.04448,  0.78032, -0.78312, -0.02851,  0.61778,  0.05531,  0.76716
266, 1387, -0.02729,  0.77398,  0.1606,  0.62627, -0.05781,  0.767, -0.77534, -0.12741,  0.61052,  0.06471,  0.81562
267, 1334, -0.02372,  0.81597,  0.16689,  0.62002, -0.04448,  0.78032, -0.78312, -0.02851,  0.61778,  0.05531,  0.76716
268, 1388, -0.00516,  0.80152,  0.13492,  0.98411, -0.09829,  0.14326, -0.15324, -0.09349,  0.97934,  0.01724,  0.78735
269, 1411, -0.00444,  0.82684,  0.13494,  0.98007, -0.00078,  0.19467, -0.19456,  0.11256,  0.9714,  0.01141,  0.75502
270, 1333, -0.02425,  0.84284,  0.1675,  0.56087,  0.1346,  0.81312, -0.82386,  0.01818,  0.56226,  0.05373,  0.73689
271, 1334, -0.02372,  0.81597,  0.16689,  0.62002, -0.04448,  0.78032, -0.78312, -0.02851,  0.61778,  0.05531,  0.76716
272, 1374, -0.01077,  0.8432,  0.15357,  0.84722,  0.03367,  0.52709, -0.52951,  0.09552,  0.83988,  0.03188,  0.7398
273, 1411, -0.00444,  0.82684,  0.13494,  0.98007, -0.00078,  0.19467, -0.19456,  0.11256,  0.9714,  0.01141,  0.75502
274, 1374, -0.01077,  0.8432,  0.15357,  0.84722,  0.03367,  0.52709, -0.52951,  0.09552,  0.83988,  0.03188,  0.7398
275, 1334, -0.02372,  0.81597,  0.16689,  0.62002, -0.04448,  0.78032, -0.78312, -0.02851,  0.61778,  0.05531,  0.76716
276, 1333, -0.02425,  0.84284,  0.1675,  0.56087,  0.1346,  0.81312, -0.82386,  0.01818,  0.56226,  0.05373,  0.73689
277, 1374, -0.01077,  0.8432,  0.15357,  0.84722,  0.03367,  0.52709, -0.52951,  0.09552,  0.83988,  0.03188,  0.7398
278, 1404, -0.02591,  0.87551,  0.1591,  0.63243,  0.40959,  0.65549, -0.75003,  0.11947,  0.64763,  0.0511,  0.70421
279, 1409, -0.06745,  0.88223,  0.07435, -0.32572,  0.47684, -0.81393,  0.64459, -0.51766, -0.56045,  0.19002,  0.65085
280, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
281, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
282, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
283, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
284, 1379, -0.08368,  0.87684,  0.09281, -0.93716,  0.15183, -0.31104,  0.19606, -0.5097, -0.8344,  0.16538,  0.67207
285, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
286, 1398, -0.07902,  0.90615,  0.1168, -0.74648,  0.6624,  0.04711, -0.35894, -0.3423, -0.86487,  0.12682,  0.65563
287, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
288, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
289, 1379, -0.08368,  0.87684,  0.09281, -0.93716,  0.15183, -0.31104,  0.19606, -0.5097, -0.8344,  0.16538,  0.67207
290, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
291, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
292, 1398, -0.07902,  0.90615,  0.1168, -0.74648,  0.6624,  0.04711, -0.35894, -0.3423, -0.86487,  0.12682,  0.65563
293, 1396, -0.07267,  0.90386,  0.09492, -0.44533,  0.78683, -0.42692, -0.08562, -0.51143, -0.8535,  0.14421,  0.64581
294, 1406, -0.07977,  0.89847,  0.09335, -0.73334,  0.51585, -0.44059,  0.12415, -0.53487, -0.83205,  0.14743,  0.65302
295, 1396, -0.07267,  0.90386,  0.09492, -0.44533,  0.78683, -0.42692, -0.08562, -0.51143, -0.8535,  0.14421,  0.64581
296, 1409, -0.06745,  0.88223,  0.07435, -0.32572,  0.47684, -0.81393,  0.64459, -0.51766, -0.56045,  0.19002,  0.65085
297, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
298, 1409, -0.06745,  0.88223,  0.07435, -0.32572,  0.47684, -0.81393,  0.64459, -0.51766, -0.56045,  0.19002,  0.65085
299, 1408, -0.05509,  0.85442,  0.06167,  0.29523,  0.34174, -0.88952,  0.94796, -0.20496,  0.23416,  0.22502,  0.67428
300, 1408, -0.05509,  0.85442,  0.06167,  0.29523,  0.34174, -0.88952,  0.94796, -0.20496,  0.23416,  0.22502,  0.67428
301, 1377, -0.05844,  0.8526,  0.05976, -0.16193,  0.16955, -0.96935,  0.98477,  0.03233, -0.15861,  0.22218,  0.67622
302, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
303, 1316, -0.06896,  0.83676,  0.06695, -0.66377, -0.09082, -0.73874,  0.72904, -0.2894, -0.61553,  0.21552,  0.70218
304, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
305, 1995, -0.05844,  0.8526,  0.05976, -0.16193,  0.16955, -0.96935,  0.84161, -0.48601, -0.2254,  0.22218,  0.67622
306, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
307, 1379, -0.08368,  0.87684,  0.09281, -0.93716,  0.15183, -0.31104,  0.19606, -0.5097, -0.8344,  0.16538,  0.67207
308, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
309, 1378, -0.0719,  0.87816,  0.07381, -0.57632,  0.27007, -0.76885,  0.63916, -0.43466, -0.62997,  0.19017,  0.65623
310, 1316, -0.06896,  0.83676,  0.06695, -0.66377, -0.09082, -0.73874,  0.72904, -0.2894, -0.61553,  0.21552,  0.70218
311, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
312, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
313, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
314, 1379, -0.08368,  0.87684,  0.09281, -0.93716,  0.15183, -0.31104,  0.19606, -0.5097, -0.8344,  0.16538,  0.67207
315, 1379, -0.08368,  0.87684,  0.09281, -0.93716,  0.15183, -0.31104,  0.19606, -0.5097, -0.8344,  0.16538,  0.67207
316, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
317, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
318, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
319, 1398, -0.07902,  0.90615,  0.1168, -0.74648,  0.6624,  0.04711, -0.35894, -0.3423, -0.86487,  0.12682,  0.65563
320, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
321, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
322, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
323, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
324, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
325, 1380, -0.08537,  0.88323,  0.12732, -0.93356,  0.28289,  0.21709, -0.30725, -0.32884, -0.88771,  0.13211,  0.68118
326, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
327, 1397, -0.06605,  0.91252,  0.12062, -0.33987,  0.93991,  0.02607, -0.72212, -0.2433, -0.64677,  0.11538,  0.64914
328, 1398, -0.07902,  0.90615,  0.1168, -0.74648,  0.6624,  0.04711, -0.35894, -0.3423, -0.86487,  0.12682,  0.65563
329, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
330, 1398, -0.07902,  0.90615,  0.1168, -0.74648,  0.6624,  0.04711, -0.35894, -0.3423, -0.86487,  0.12682,  0.65563
331, 1397, -0.06605,  0.91252,  0.12062, -0.33987,  0.93991,  0.02607, -0.72212, -0.2433, -0.64677,  0.11538,  0.64914
332, 1396, -0.07267,  0.90386,  0.09492, -0.44533,  0.78683, -0.42692, -0.08562, -0.51143, -0.8535,  0.14421,  0.64581
333, 1405, -0.05197,  0.90777,  0.14371,  0.11788,  0.88389,  0.45188, -0.97601,  0.18303, -0.10345,  0.08681,  0.66294
334, 1397, -0.06605,  0.91252,  0.12062, -0.33987,  0.93991,  0.02607, -0.72212, -0.2433, -0.64677,  0.11538,  0.64914
335, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
336, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
337, 1402, -0.05586,  0.90555,  0.14785, -0.12833,  0.76164,  0.6327, -0.9821, -0.01749, -0.17723,  0.08888,  0.66757
338, 1405, -0.05197,  0.90777,  0.14371,  0.11788,  0.88389,  0.45188, -0.97601,  0.18303, -0.10345,  0.08681,  0.66294
339, 1402, -0.05586,  0.90555,  0.14785, -0.12833,  0.76164,  0.6327, -0.9821, -0.01749, -0.17723,  0.08888,  0.66757
340, 1401, -0.06716,  0.90987,  0.13436, -0.42755,  0.82014,  0.37672, -0.79575, -0.14463, -0.58589,  0.1064,  0.65857
341, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
342, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
343, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
344, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
345, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
346, 1382, -0.05283,  0.88085,  0.16534, -0.12429,  0.45122,  0.87946, -0.99086, -0.0339, -0.12048,  0.08295,  0.69551
347, 1402, -0.05586,  0.90555,  0.14785, -0.12833,  0.76164,  0.6327, -0.9821, -0.01749, -0.17723,  0.08888,  0.66757
348, 1382, -0.05283,  0.88085,  0.16534, -0.12429,  0.45122,  0.87946, -0.99086, -0.0339, -0.12048,  0.08295,  0.69551
349, 1381, -0.06714,  0.884,  0.15643, -0.61982,  0.40311,  0.67016, -0.77256, -0.16932, -0.6075,  0.09987,  0.68985
350, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
351, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
352, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
353, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
354, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
355, 1319, -0.08932,  0.85958,  0.13492, -0.94953,  0.17023,  0.26131, -0.30313, -0.30718, -0.89764,  0.13561,  0.7066
356, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
357, 1314, -0.0904,  0.83178,  0.09591, -0.94807, -0.04861, -0.3111,  0.31067, -0.32504, -0.8893,  0.18118,  0.7211
358, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
359, 1316, -0.06896,  0.83676,  0.06695, -0.66377, -0.09082, -0.73874,  0.72904, -0.2894, -0.61553,  0.21552,  0.70218
360, 1317, -0.08801,  0.85163,  0.09307, -0.93651,  0.08585, -0.33656,  0.28149, -0.38479, -0.87428,  0.17746,  0.69848
361, 1314, -0.0904,  0.83178,  0.09591, -0.94807, -0.04861, -0.3111,  0.31067, -0.32504, -0.8893,  0.18118,  0.7211
362, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
363, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
364, 1321, -0.06784,  0.83513,  0.17012, -0.54814,  0.05756,  0.83209, -0.82685, -0.17314, -0.52979,  0.10181,  0.74113
365, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
366, 1392, -0.08725,  0.79051,  0.14263, -0.93059, -0.03368,  0.36084, -0.33606, -0.29717, -0.88003,  0.14372,  0.77929
367, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
368, 1314, -0.0904,  0.83178,  0.09591, -0.94807, -0.04861, -0.3111,  0.31067, -0.32504, -0.8893,  0.18118,  0.7211
369, 1321, -0.06784,  0.83513,  0.17012, -0.54814,  0.05756,  0.83209, -0.82685, -0.17314, -0.52979,  0.10181,  0.74113
370, 1318, -0.09027,  0.84003,  0.13919, -0.95045,  0.05262,  0.30452, -0.30666, -0.27883, -0.90638,  0.13787,  0.72739
371, 1392, -0.08725,  0.79051,  0.14263, -0.93059, -0.03368,  0.36084, -0.33606, -0.29717, -0.88003,  0.14372,  0.77929
372, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
373, 1336, -0.05109,  0.85212,  0.17315, -0.03063,  0.18144,  0.97928, -0.99682, -0.05822, -0.01926,  0.08186,  0.72584
374, 1382, -0.05283,  0.88085,  0.16534, -0.12429,  0.45122,  0.87946, -0.99086, -0.0339, -0.12048,  0.08295,  0.69551
375, 1336, -0.05109,  0.85212,  0.17315, -0.03063,  0.18144,  0.97928, -0.99682, -0.05822, -0.01926,  0.08186,  0.72584
376, 1320, -0.06741,  0.85712,  0.1669, -0.57801,  0.21586,  0.78423, -0.81502, -0.16037, -0.55249,  0.09924,  0.71841
377, 1321, -0.06784,  0.83513,  0.17012, -0.54814,  0.05756,  0.83209, -0.82685, -0.17314, -0.52979,  0.10181,  0.74113
378, 1382, -0.05283,  0.88085,  0.16534, -0.12429,  0.45122,  0.87946, -0.99086, -0.0339, -0.12048,  0.08295,  0.69551
